symbol,eob,close
SZSE.159959,2020-10-21 00:00:00+08:00,1.101
SZSE.159959,2020-10-20 00:00:00+08:00,1.11
SZSE.159959,2020-10-19 00:00:00+08:00,1.108
SZSE.159959,2020-10-16 00:00:00+08:00,1.109
SZSE.159959,2020-10-15 00:00:00+08:00,1.117
SZSE.159959,2020-10-14 00:00:00+08:00,1.12
SZSE.159959,2020-10-13 00:00:00+08:00,1.127
SZSE.159959,2020-10-12 00:00:00+08:00,1.123
SZSE.159959,2020-10-09 00:00:00+08:00,1.096
SZSE.159959,2020-09-30 00:00:00+08:00,1.082
SZSE.159959,2020-09-29 00:00:00+08:00,1.085
SZSE.159959,2020-09-28 00:00:00+08:00,1.078
SZSE.159959,2020-09-25 00:00:00+08:00,1.077
SZSE.159959,2020-09-24 00:00:00+08:00,1.079
SZSE.159959,2020-09-23 00:00:00+08:00,1.103
SZSE.159959,2020-09-22 00:00:00+08:00,1.1
SZSE.159959,2020-09-21 00:00:00+08:00,1.12
SZSE.159959,2020-09-18 00:00:00+08:00,1.123
SZSE.159959,2020-09-17 00:00:00+08:00,1.102
SZSE.159959,2020-09-16 00:00:00+08:00,1.103
SZSE.159959,2020-09-15 00:00:00+08:00,1.106
SZSE.159959,2020-09-14 00:00:00+08:00,1.095
SZSE.159959,2020-09-11 00:00:00+08:00,1.09
SZSE.159959,2020-09-10 00:00:00+08:00,1.087
SZSE.159959,2020-09-09 00:00:00+08:00,1.1
SZSE.159959,2020-09-08 00:00:00+08:00,1.115
SZSE.159959,2020-09-07 00:00:00+08:00,1.112
SZSE.159959,2020-09-04 00:00:00+08:00,1.128
SZSE.159959,2020-09-03 00:00:00+08:00,1.136
SZSE.159959,2020-09-02 00:00:00+08:00,1.141
SZSE.159959,2020-09-01 00:00:00+08:00,1.143
SZSE.159959,2020-08-31 00:00:00+08:00,1.138
SZSE.159959,2020-08-28 00:00:00+08:00,1.142
SZSE.159959,2020-08-27 00:00:00+08:00,1.126
SZSE.159959,2020-08-26 00:00:00+08:00,1.125
SZSE.159959,2020-08-25 00:00:00+08:00,1.141
SZSE.159959,2020-08-24 00:00:00+08:00,1.15
SZSE.159959,2020-08-21 00:00:00+08:00,1.146
SZSE.159959,2020-08-20 00:00:00+08:00,1.142
