symbol,eob,close
SHSE.512690,2021-02-19 00:00:00+08:00,2.919
SHSE.512690,2021-02-18 00:00:00+08:00,2.939
SHSE.512690,2021-02-10 00:00:00+08:00,3.046
SHSE.512690,2021-02-09 00:00:00+08:00,2.909
SHSE.512690,2021-02-08 00:00:00+08:00,2.84
SHSE.512690,2021-02-05 00:00:00+08:00,2.833
SHSE.512690,2021-02-04 00:00:00+08:00,2.806
SHSE.512690,2021-02-03 00:00:00+08:00,2.788
SHSE.512690,2021-02-02 00:00:00+08:00,2.779
SHSE.512690,2021-02-01 00:00:00+08:00,2.668
SHSE.512690,2021-01-29 00:00:00+08:00,2.678
SHSE.512690,2021-01-28 00:00:00+08:00,2.626
SHSE.512690,2021-01-27 00:00:00+08:00,2.668
SHSE.512690,2021-01-26 00:00:00+08:00,2.749
SHSE.512690,2021-01-25 00:00:00+08:00,2.828
SHSE.512690,2021-01-22 00:00:00+08:00,2.652
SHSE.512690,2021-01-21 00:00:00+08:00,2.669
SHSE.512690,2021-01-20 00:00:00+08:00,2.598
SHSE.512690,2021-01-19 00:00:00+08:00,2.572
SHSE.512690,2021-01-18 00:00:00+08:00,2.628
SHSE.512690,2021-01-15 00:00:00+08:00,2.65
SHSE.512690,2021-01-14 00:00:00+08:00,2.726
SHSE.512690,2021-01-13 00:00:00+08:00,2.82
SHSE.512690,2021-01-12 00:00:00+08:00,2.856
SHSE.512690,2021-01-11 00:00:00+08:00,2.773
SHSE.512690,2021-01-08 00:00:00+08:00,2.876
SHSE.512690,2021-01-07 00:00:00+08:00,2.954
SHSE.512690,2021-01-06 00:00:00+08:00,2.923
SHSE.512690,2021-01-05 00:00:00+08:00,2.916
SHSE.512690,2021-01-04 00:00:00+08:00,2.8
SHSE.512690,2020-12-31 00:00:00+08:00,2.689
SHSE.512690,2020-12-30 00:00:00+08:00,2.634
SHSE.512690,2020-12-29 00:00:00+08:00,2.578
SHSE.512690,2020-12-28 00:00:00+08:00,2.608
SHSE.512690,2020-12-25 00:00:00+08:00,2.489
SHSE.512690,2020-12-24 00:00:00+08:00,2.49
SHSE.512690,2020-12-23 00:00:00+08:00,2.56
SHSE.512690,2020-12-22 00:00:00+08:00,2.578
SHSE.512690,2020-12-21 00:00:00+08:00,2.527
SHSE.512690,2020-12-18 00:00:00+08:00,2.513
SHSE.512690,2020-12-17 00:00:00+08:00,2.513
SHSE.512690,2020-12-16 00:00:00+08:00,2.461
SHSE.512690,2020-12-15 00:00:00+08:00,2.405
SHSE.512690,2020-12-14 00:00:00+08:00,2.423
SHSE.512690,2020-12-11 00:00:00+08:00,2.355
SHSE.512690,2020-12-10 00:00:00+08:00,2.336
SHSE.512690,2020-12-09 00:00:00+08:00,2.318
SHSE.512690,2020-12-08 00:00:00+08:00,2.333
SHSE.512690,2020-12-07 00:00:00+08:00,2.275
SHSE.512690,2020-12-04 00:00:00+08:00,2.273
SHSE.512690,2020-12-03 00:00:00+08:00,2.195
SHSE.512690,2020-12-02 00:00:00+08:00,2.167
SHSE.512690,2020-12-01 00:00:00+08:00,2.168
SHSE.512690,2020-11-30 00:00:00+08:00,2.155
SHSE.512690,2020-11-27 00:00:00+08:00,2.208
SHSE.512690,2020-11-26 00:00:00+08:00,2.21
SHSE.512690,2020-11-25 00:00:00+08:00,2.187
SHSE.512690,2020-11-24 00:00:00+08:00,2.279
SHSE.512690,2020-11-23 00:00:00+08:00,2.274
SHSE.512690,2020-11-20 00:00:00+08:00,2.245
SHSE.512690,2020-11-19 00:00:00+08:00,2.189
SHSE.512690,2020-11-18 00:00:00+08:00,2.168
SHSE.512690,2020-11-17 00:00:00+08:00,2.203
SHSE.512690,2020-11-16 00:00:00+08:00,2.235
SHSE.512690,2020-11-13 00:00:00+08:00,2.151
SHSE.512690,2020-11-12 00:00:00+08:00,2.257
SHSE.512690,2020-11-11 00:00:00+08:00,2.192
SHSE.512690,2020-11-10 00:00:00+08:00,2.191
SHSE.512690,2020-11-09 00:00:00+08:00,2.136
SHSE.512690,2020-11-06 00:00:00+08:00,2.097
SHSE.512690,2020-11-05 00:00:00+08:00,2.124
SHSE.512690,2020-11-04 00:00:00+08:00,2.074
SHSE.512690,2020-11-03 00:00:00+08:00,2.069
SHSE.512690,2020-11-02 00:00:00+08:00,2.048
SHSE.512690,2020-10-30 00:00:00+08:00,2.019
SHSE.512690,2020-10-29 00:00:00+08:00,2.078
SHSE.512690,2020-10-28 00:00:00+08:00,2.03
SHSE.512690,2020-10-27 00:00:00+08:00,1.964
SHSE.512690,2020-10-26 00:00:00+08:00,1.938
SHSE.512690,2020-10-23 00:00:00+08:00,1.966
SHSE.512690,2020-10-22 00:00:00+08:00,2.004
SHSE.512690,2020-10-21 00:00:00+08:00,1.979
SHSE.512690,2020-10-20 00:00:00+08:00,1.972
SHSE.512690,2020-10-19 00:00:00+08:00,1.909
SHSE.512690,2020-10-16 00:00:00+08:00,1.927
SHSE.512690,2020-10-15 00:00:00+08:00,1.952
SHSE.512690,2020-10-14 00:00:00+08:00,1.953
SHSE.512690,2020-10-13 00:00:00+08:00,1.953
SHSE.512690,2020-10-12 00:00:00+08:00,1.948
SHSE.512690,2020-10-09 00:00:00+08:00,1.851
SHSE.512690,2020-09-30 00:00:00+08:00,1.827
SHSE.512690,2020-09-29 00:00:00+08:00,1.819
SHSE.512690,2020-09-28 00:00:00+08:00,1.815
SHSE.512690,2020-09-25 00:00:00+08:00,1.799
SHSE.512690,2020-09-24 00:00:00+08:00,1.785
SHSE.512690,2020-09-23 00:00:00+08:00,1.824
SHSE.512690,2020-09-22 00:00:00+08:00,1.822
SHSE.512690,2020-09-21 00:00:00+08:00,1.838
SHSE.512690,2020-09-18 00:00:00+08:00,1.87
SHSE.512690,2020-09-17 00:00:00+08:00,1.843
SHSE.512690,2020-09-16 00:00:00+08:00,1.886
SHSE.512690,2020-09-15 00:00:00+08:00,1.919
SHSE.512690,2020-09-14 00:00:00+08:00,1.921
SHSE.512690,2020-09-11 00:00:00+08:00,1.899
SHSE.512690,2020-09-10 00:00:00+08:00,1.84
SHSE.512690,2020-09-09 00:00:00+08:00,1.809
SHSE.512690,2020-09-08 00:00:00+08:00,1.854
SHSE.512690,2020-09-07 00:00:00+08:00,1.893
SHSE.512690,2020-09-04 00:00:00+08:00,1.933
SHSE.512690,2020-09-03 00:00:00+08:00,1.986
SHSE.512690,2020-09-02 00:00:00+08:00,1.954
SHSE.512690,2020-09-01 00:00:00+08:00,1.971
SHSE.512690,2020-08-31 00:00:00+08:00,2.013
SHSE.512690,2020-08-28 00:00:00+08:00,1.988
SHSE.512690,2020-08-27 00:00:00+08:00,1.912
SHSE.512690,2020-08-26 00:00:00+08:00,1.893
SHSE.512690,2020-08-25 00:00:00+08:00,1.894
SHSE.512690,2020-08-24 00:00:00+08:00,1.827
SHSE.512690,2020-08-21 00:00:00+08:00,1.788
SHSE.512690,2020-08-20 00:00:00+08:00,1.749
SHSE.512690,2020-08-19 00:00:00+08:00,1.795
