symbol,close,eob
SHSE.000852,5035.168,2014-02-20 00:00:00+08:00
SHSE.000852,5030.7798,2014-02-21 00:00:00+08:00
SHSE.000852,5064.4878,2014-02-24 00:00:00+08:00
SHSE.000852,4849.3721,2014-02-25 00:00:00+08:00
SHSE.000852,4881.7271,2014-02-26 00:00:00+08:00
SHSE.000852,4795.5508,2014-02-27 00:00:00+08:00
SHSE.000852,4842.5239,2014-02-28 00:00:00+08:00
SHSE.000852,4954.1738,2014-03-03 00:00:00+08:00
SHSE.000852,4961.9438,2014-03-04 00:00:00+08:00
SHSE.000852,4963.6621,2014-03-05 00:00:00+08:00
SHSE.000852,4962.395,2014-03-06 00:00:00+08:00
SHSE.000852,4949.835,2014-03-07 00:00:00+08:00
SHSE.000852,4760.6719,2014-03-10 00:00:00+08:00
SHSE.000852,4746.7329,2014-03-11 00:00:00+08:00
SHSE.000852,4726.8628,2014-03-12 00:00:00+08:00
SHSE.000852,4794.0039,2014-03-13 00:00:00+08:00
SHSE.000852,4785.0439,2014-03-14 00:00:00+08:00
SHSE.000852,4903.1328,2014-03-17 00:00:00+08:00
SHSE.000852,4934.4189,2014-03-18 00:00:00+08:00
SHSE.000852,4937.728,2014-03-19 00:00:00+08:00
SHSE.000852,4798.3979,2014-03-20 00:00:00+08:00
SHSE.000852,4870.0132,2014-03-21 00:00:00+08:00
SHSE.000852,4876.4712,2014-03-24 00:00:00+08:00
SHSE.000852,4876.2891,2014-03-25 00:00:00+08:00
SHSE.000852,4903.916,2014-03-26 00:00:00+08:00
SHSE.000852,4804.207,2014-03-27 00:00:00+08:00
SHSE.000852,4671.7881,2014-03-28 00:00:00+08:00
SHSE.000852,4633.27,2014-03-31 00:00:00+08:00
SHSE.000852,4714.9482,2014-04-01 00:00:00+08:00
SHSE.000852,4683.7832,2014-04-02 00:00:00+08:00
SHSE.000852,4686.9521,2014-04-03 00:00:00+08:00
SHSE.000852,4743.6821,2014-04-04 00:00:00+08:00
SHSE.000852,4774.5308,2014-04-08 00:00:00+08:00
SHSE.000852,4830.5361,2014-04-09 00:00:00+08:00
SHSE.000852,4849.6572,2014-04-10 00:00:00+08:00
SHSE.000852,4822.7119,2014-04-11 00:00:00+08:00
SHSE.000852,4858.1572,2014-04-14 00:00:00+08:00
SHSE.000852,4838.6519,2014-04-15 00:00:00+08:00
SHSE.000852,4847.6372,2014-04-16 00:00:00+08:00
SHSE.000852,4847.6821,2014-04-17 00:00:00+08:00
SHSE.000852,4870.3091,2014-04-18 00:00:00+08:00
SHSE.000852,4794.877,2014-04-21 00:00:00+08:00
SHSE.000852,4748.0122,2014-04-22 00:00:00+08:00
SHSE.000852,4730.8262,2014-04-23 00:00:00+08:00
SHSE.000852,4682.8271,2014-04-24 00:00:00+08:00
SHSE.000852,4582.6318,2014-04-25 00:00:00+08:00
SHSE.000852,4424.4111,2014-04-28 00:00:00+08:00
SHSE.000852,4479.2588,2014-04-29 00:00:00+08:00
SHSE.000852,4525.3062,2014-04-30 00:00:00+08:00
SHSE.000852,4577.4072,2014-05-05 00:00:00+08:00
SHSE.000852,4612.1489,2014-05-06 00:00:00+08:00
SHSE.000852,4533.0142,2014-05-07 00:00:00+08:00
SHSE.000852,4532.2642,2014-05-08 00:00:00+08:00
SHSE.000852,4481.835,2014-05-09 00:00:00+08:00
SHSE.000852,4576.4219,2014-05-12 00:00:00+08:00
SHSE.000852,4574.8042,2014-05-13 00:00:00+08:00
SHSE.000852,4577.6812,2014-05-14 00:00:00+08:00
SHSE.000852,4491.752,2014-05-15 00:00:00+08:00
SHSE.000852,4472.1689,2014-05-16 00:00:00+08:00
SHSE.000852,4458.3789,2014-05-19 00:00:00+08:00
SHSE.000852,4480.0278,2014-05-20 00:00:00+08:00
SHSE.000852,4518.6572,2014-05-21 00:00:00+08:00
