symbol,close,eob
SHSE.000300,2287.436,2014-02-20 00:00:00+08:00
SHSE.000300,2264.2939,2014-02-21 00:00:00+08:00
SHSE.000300,2214.509,2014-02-24 00:00:00+08:00
SHSE.000300,2157.9089,2014-02-25 00:00:00+08:00
SHSE.000300,2163.405,2014-02-26 00:00:00+08:00
SHSE.000300,2154.1079,2014-02-27 00:00:00+08:00
SHSE.000300,2178.9709,2014-02-28 00:00:00+08:00
SHSE.000300,2190.3701,2014-03-03 00:00:00+08:00
SHSE.000300,2184.2729,2014-03-04 00:00:00+08:00
SHSE.000300,2163.9761,2014-03-05 00:00:00+08:00
SHSE.000300,2173.634,2014-03-06 00:00:00+08:00
SHSE.000300,2168.3579,2014-03-07 00:00:00+08:00
SHSE.000300,2097.7871,2014-03-10 00:00:00+08:00
SHSE.000300,2108.6609,2014-03-11 00:00:00+08:00
SHSE.000300,2114.134,2014-03-12 00:00:00+08:00
SHSE.000300,2140.333,2014-03-13 00:00:00+08:00
SHSE.000300,2122.8359,2014-03-14 00:00:00+08:00
SHSE.000300,2143.0381,2014-03-17 00:00:00+08:00
SHSE.000300,2138.1331,2014-03-18 00:00:00+08:00
SHSE.000300,2120.8701,2014-03-19 00:00:00+08:00
SHSE.000300,2086.967,2014-03-20 00:00:00+08:00
SHSE.000300,2158.7981,2014-03-21 00:00:00+08:00
SHSE.000300,2176.554,2014-03-24 00:00:00+08:00
SHSE.000300,2174.4399,2014-03-25 00:00:00+08:00
SHSE.000300,2171.0471,2014-03-26 00:00:00+08:00
SHSE.000300,2155.707,2014-03-27 00:00:00+08:00
SHSE.000300,2151.9651,2014-03-28 00:00:00+08:00
SHSE.000300,2146.3049,2014-03-31 00:00:00+08:00
SHSE.000300,2163.115,2014-04-01 00:00:00+08:00
SHSE.000300,2180.7271,2014-04-02 00:00:00+08:00
SHSE.000300,2165.0081,2014-04-03 00:00:00+08:00
SHSE.000300,2185.4719,2014-04-04 00:00:00+08:00
SHSE.000300,2237.3159,2014-04-08 00:00:00+08:00
SHSE.000300,2238.6201,2014-04-09 00:00:00+08:00
SHSE.000300,2273.761,2014-04-10 00:00:00+08:00
SHSE.000300,2270.666,2014-04-11 00:00:00+08:00
SHSE.000300,2268.613,2014-04-14 00:00:00+08:00
SHSE.000300,2229.4629,2014-04-15 00:00:00+08:00
SHSE.000300,2232.5259,2014-04-16 00:00:00+08:00
SHSE.000300,2224.803,2014-04-17 00:00:00+08:00
SHSE.000300,2224.479,2014-04-18 00:00:00+08:00
SHSE.000300,2187.248,2014-04-21 00:00:00+08:00
SHSE.000300,2196.7949,2014-04-22 00:00:00+08:00
SHSE.000300,2194.668,2014-04-23 00:00:00+08:00
SHSE.000300,2190.4741,2014-04-24 00:00:00+08:00
SHSE.000300,2167.8259,2014-04-25 00:00:00+08:00
SHSE.000300,2134.969,2014-04-28 00:00:00+08:00
SHSE.000300,2158.47,2014-04-29 00:00:00+08:00
SHSE.000300,2158.6589,2014-04-30 00:00:00+08:00
SHSE.000300,2156.47,2014-05-05 00:00:00+08:00
SHSE.000300,2157.3279,2014-05-06 00:00:00+08:00
SHSE.000300,2137.3159,2014-05-07 00:00:00+08:00
SHSE.000300,2135.4961,2014-05-08 00:00:00+08:00
SHSE.000300,2133.9109,2014-05-09 00:00:00+08:00
SHSE.000300,2180.054,2014-05-12 00:00:00+08:00
SHSE.000300,2174.8521,2014-05-13 00:00:00+08:00
SHSE.000300,2172.3721,2014-05-14 00:00:00+08:00
SHSE.000300,2144.084,2014-05-15 00:00:00+08:00
SHSE.000300,2145.9519,2014-05-16 00:00:00+08:00
SHSE.000300,2115.1431,2014-05-19 00:00:00+08:00
SHSE.000300,2115.771,2014-05-20 00:00:00+08:00
SHSE.000300,2135.905,2014-05-21 00:00:00+08:00
SHSE.000300,2130.8679,2014-05-22 00:00:00+08:00
SHSE.000300,2148.4141,2014-05-23 00:00:00+08:00
SHSE.000300,2155.9761,2014-05-26 00:00:00+08:00
SHSE.000300,2147.28,2014-05-27 00:00:00+08:00
SHSE.000300,2169.3521,2014-05-28 00:00:00+08:00
SHSE.000300,2155.1641,2014-05-29 00:00:00+08:00
SHSE.000300,2156.4641,2014-05-30 00:00:00+08:00
SHSE.000300,2149.918,2014-06-03 00:00:00+08:00
SHSE.000300,2128.2739,2014-06-04 00:00:00+08:00
SHSE.000300,2150.6021,2014-06-05 00:00:00+08:00
SHSE.000300,2134.7161,2014-06-06 00:00:00+08:00
SHSE.000300,2134.281,2014-06-09 00:00:00+08:00
SHSE.000300,2161.2681,2014-06-10 00:00:00+08:00
SHSE.000300,2160.7661,2014-06-11 00:00:00+08:00
SHSE.000300,2153.4099,2014-06-12 00:00:00+08:00
SHSE.000300,2176.2419,2014-06-13 00:00:00+08:00
SHSE.000300,2191.855,2014-06-16 00:00:00+08:00
SHSE.000300,2169.6741,2014-06-17 00:00:00+08:00
SHSE.000300,2160.239,2014-06-18 00:00:00+08:00
SHSE.000300,2126.907,2014-06-19 00:00:00+08:00
SHSE.000300,2136.729,2014-06-20 00:00:00+08:00
SHSE.000300,2134.1101,2014-06-23 00:00:00+08:00
SHSE.000300,2144.821,2014-06-24 00:00:00+08:00
SHSE.000300,2133.3711,2014-06-25 00:00:00+08:00
SHSE.000300,2149.0759,2014-06-26 00:00:00+08:00
SHSE.000300,2150.2581,2014-06-27 00:00:00+08:00
SHSE.000300,2165.1179,2014-06-30 00:00:00+08:00
SHSE.000300,2164.5591,2014-07-01 00:00:00+08:00
SHSE.000300,2170.8669,2014-07-02 00:00:00+08:00
SHSE.000300,2180.1919,2014-07-03 00:00:00+08:00
SHSE.000300,2178.6951,2014-07-04 00:00:00+08:00
SHSE.000300,2176.2891,2014-07-07 00:00:00+08:00
SHSE.000300,2180.4729,2014-07-08 00:00:00+08:00
SHSE.000300,2148.71,2014-07-09 00:00:00+08:00
SHSE.000300,2142.8469,2014-07-10 00:00:00+08:00
SHSE.000300,2148.009,2014-07-11 00:00:00+08:00
SHSE.000300,2171.7581,2014-07-14 00:00:00+08:00
SHSE.000300,2174.9761,2014-07-15 00:00:00+08:00
SHSE.000300,2170.8679,2014-07-16 00:00:00+08:00
SHSE.000300,2157.0681,2014-07-17 00:00:00+08:00
SHSE.000300,2164.144,2014-07-18 00:00:00+08:00
SHSE.000300,2166.2949,2014-07-21 00:00:00+08:00
SHSE.000300,2192.698,2014-07-22 00:00:00+08:00
SHSE.000300,2197.833,2014-07-23 00:00:00+08:00
SHSE.000300,2237.0149,2014-07-24 00:00:00+08:00
SHSE.000300,2260.4541,2014-07-25 00:00:00+08:00
SHSE.000300,2323.897,2014-07-28 00:00:00+08:00
SHSE.000300,2331.3689,2014-07-29 00:00:00+08:00
SHSE.000300,2322.011,2014-07-30 00:00:00+08:00
SHSE.000300,2350.251,2014-07-31 00:00:00+08:00
SHSE.000300,2329.4021,2014-08-01 00:00:00+08:00
SHSE.000300,2375.6201,2014-08-04 00:00:00+08:00
SHSE.000300,2369.353,2014-08-05 00:00:00+08:00
SHSE.000300,2363.2209,2014-08-06 00:00:00+08:00
SHSE.000300,2327.457,2014-08-07 00:00:00+08:00
SHSE.000300,2331.134,2014-08-08 00:00:00+08:00
SHSE.000300,2365.3491,2014-08-11 00:00:00+08:00
SHSE.000300,2357.052,2014-08-12 00:00:00+08:00
SHSE.000300,2358.9009,2014-08-13 00:00:00+08:00
SHSE.000300,2335.9451,2014-08-14 00:00:00+08:00
SHSE.000300,2360.635,2014-08-15 00:00:00+08:00
SHSE.000300,2374.562,2014-08-18 00:00:00+08:00
SHSE.000300,2374.7681,2014-08-19 00:00:00+08:00
SHSE.000300,2366.1399,2014-08-20 00:00:00+08:00
SHSE.000300,2354.2439,2014-08-21 00:00:00+08:00
SHSE.000300,2365.364,2014-08-22 00:00:00+08:00
SHSE.000300,2342.863,2014-08-25 00:00:00+08:00
SHSE.000300,2324.092,2014-08-26 00:00:00+08:00
SHSE.000300,2327.595,2014-08-27 00:00:00+08:00
SHSE.000300,2311.2781,2014-08-28 00:00:00+08:00
SHSE.000300,2338.2871,2014-08-29 00:00:00+08:00
SHSE.000300,2355.3169,2014-09-01 00:00:00+08:00
SHSE.000300,2386.46,2014-09-02 00:00:00+08:00
SHSE.000300,2408.8379,2014-09-03 00:00:00+08:00
SHSE.000300,2426.2241,2014-09-04 00:00:00+08:00
SHSE.000300,2449.259,2014-09-05 00:00:00+08:00
SHSE.000300,2445.2241,2014-09-09 00:00:00+08:00
SHSE.000300,2432.4331,2014-09-10 00:00:00+08:00
SHSE.000300,2423.4541,2014-09-11 00:00:00+08:00
SHSE.000300,2438.3579,2014-09-12 00:00:00+08:00
SHSE.000300,2437.189,2014-09-15 00:00:00+08:00
SHSE.000300,2388.7649,2014-09-16 00:00:00+08:00
SHSE.000300,2401.3259,2014-09-17 00:00:00+08:00
SHSE.000300,2408.6641,2014-09-18 00:00:00+08:00
SHSE.000300,2425.2109,2014-09-19 00:00:00+08:00
SHSE.000300,2378.9199,2014-09-22 00:00:00+08:00
SHSE.000300,2399.4619,2014-09-23 00:00:00+08:00
SHSE.000300,2441.864,2014-09-24 00:00:00+08:00
SHSE.000300,2436.9651,2014-09-25 00:00:00+08:00
SHSE.000300,2437.2009,2014-09-26 00:00:00+08:00
SHSE.000300,2447.7991,2014-09-29 00:00:00+08:00
SHSE.000300,2450.988,2014-09-30 00:00:00+08:00
SHSE.000300,2478.3831,2014-10-08 00:00:00+08:00
SHSE.000300,2481.9551,2014-10-09 00:00:00+08:00
SHSE.000300,2466.7891,2014-10-10 00:00:00+08:00
SHSE.000300,2454.946,2014-10-13 00:00:00+08:00
SHSE.000300,2446.562,2014-10-14 00:00:00+08:00
