symbol,close,eob
SHSE.600519,194.448,2015-12-08 00:00:00+08:00
SHSE.600519,196.7692,2015-12-09 00:00:00+08:00
SHSE.600519,195.3838,2015-12-10 00:00:00+08:00
SHSE.600519,193.9617,2015-12-11 00:00:00+08:00
SHSE.600519,196.4297,2015-12-14 00:00:00+08:00
SHSE.600519,196.8059,2015-12-15 00:00:00+08:00
SHSE.600519,196.2554,2015-12-16 00:00:00+08:00
SHSE.600519,198.0445,2015-12-17 00:00:00+08:00
SHSE.600519,198.9803,2015-12-18 00:00:00+08:00
SHSE.600519,208.2926,2015-12-21 00:00:00+08:00
SHSE.600519,206.4576,2015-12-22 00:00:00+08:00
SHSE.600519,204.5952,2015-12-23 00:00:00+08:00
SHSE.600519,206.2283,2015-12-24 00:00:00+08:00
SHSE.600519,205.9714,2015-12-25 00:00:00+08:00
SHSE.600519,201.0354,2015-12-28 00:00:00+08:00
SHSE.600519,201.6868,2015-12-29 00:00:00+08:00
SHSE.600519,200.7969,2015-12-30 00:00:00+08:00
SHSE.600519,200.1822,2015-12-31 00:00:00+08:00
SHSE.600519,192.6864,2016-01-04 00:00:00+08:00
SHSE.600519,195.2554,2016-01-05 00:00:00+08:00
SHSE.600519,194.6682,2016-01-06 00:00:00+08:00
SHSE.600519,185.5394,2016-01-07 00:00:00+08:00
SHSE.600519,187.7413,2016-01-08 00:00:00+08:00
SHSE.600519,183.365,2016-01-11 00:00:00+08:00
SHSE.600519,180.5484,2016-01-12 00:00:00+08:00
SHSE.600519,183.2916,2016-01-13 00:00:00+08:00
SHSE.600519,187.9156,2016-01-14 00:00:00+08:00
SHSE.600519,182.576,2016-01-15 00:00:00+08:00
SHSE.600519,182.9705,2016-01-18 00:00:00+08:00
SHSE.600519,192.8883,2016-01-19 00:00:00+08:00
